,resort_name,country,province,rating,lowest_point,highest_point,blue_runs,red_runs,black_runs,ski_lifts,price
813, Bocksberg – Hahnenklee ,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),2.6,560 m,726 m,1.9 km,1.8 km,0.6 km,5 ski lifts,€ 27.90
814, Kiental ,Switzerland,Espace Mittelland,2.6,926 m,1490 m,2 km,5 km,0 km,3 ski lifts,"SFr. 34,- / approx. € 32,-"
815, Rogla ,Slovenia,Podravska,2.6,1050 m,1517 m,2 km,8.5 km,1.5 km,13 ski lifts,"€ 35,-"
816, Monte Catria ,Italy,Marche,2.6,572 m,1478 m,1.4 km,5.5 km,0.1 km,2 ski lifts,"€ 22,-"
817, Monesi di Triora ,Italy,Liguria,2.6,1389 m,2164 m,4.8 km,4 km,0.2 km,3 ski lifts,"€ 16,-"
818, Campo di Giove – Majella occidentale ,Italy,Abruzzo,2.6,1150 m,2403 m,4.9 km,1.2 km,1.4 km,5 ski lifts,"€ 22,-"
819, Piatra Grăitoare ,Romania,Bihor,2.6,1189 m,1445 m,0 km,1.4 km,0.6 km,1 ski lift,
820, Telnice ,Czech Republic,Ústí nad Labem Region (Ústecký kraj),2.6,600 m,800 m,2.5 km,2 km,0.5 km,8 ski lifts,"CZK 500,- / approx. € 18,-"
821, Zinkenlifte – Dürrnberg (Hallein) ,Austria,Salzburg (Salzburger Land),2.6,837 m,1330 m,2 km,5.5 km,0.5 km,4 ski lifts,€ 28.20
822, Massif de la Serra – Lamoura ,France,Bourgogne-Franche-Comté,2.6,1178 m,1495 m,7.5 km,4.1 km,1.2 km,6 ski lifts,€ 27.90
823, Orava Snow – Oravská Lesná ,Slovakia,Žilina (Žilinský kraj),2.6,790 m,940 m,3.5 km,3.6 km,0.5 km,5 ski lifts,"€ 24,-"
824, Säfsen ,Sweden,Central Sweden,2.6,292 m,472 m,8 km,2 km,2 km,6 ski lifts,"Skr 365,- / approx. € 35,-"
825, Rusiń-Ski – Bukowina Tatrzańska ,Poland,Lesser Poland (Województwo małopolskie),2.6,800 m,950 m,2 km,1.7 km,0 km,5 ski lifts,"PLN 110,- / approx. € 24,-"
826, Seli Ski Area ,Greece,Central Macedonia,2.6,1520 m,1850 m,11 km,6 km,0 km,11 ski lifts,"€ 15,-"
827, Vallåsen ,Sweden,South Sweden (Sydsverige),2.5,43 m,195 m,4 km,1 km,0 km,7 ski lifts,"Skr 385,- / approx. € 37,-"
828, Kötschach-Mauthen – Vorhegg ,Austria,Carinthia (Kärnten),2.5,710 m,1300 m,5 km,2 km,0 km,4 ski lifts,"€ 33,-"
829, Chanavey ,Italy,Aosta Valley (Valle d'Aosta),2.5,1723 m,2131 m,1 km,3 km,2 km,1 ski lift,"€ 19,-"
830, Dobrinishte ,Bulgaria,Blagoevgrad,2.5,1412 m,2236 m,2 km,2.5 km,0.5 km,4 ski lifts,"BGN 35,- / approx. € 18,-"
831, Lans en Vercors ,France,Auvergne-Rhône-Alpes,2.5,1400 m,1807 m,13 km,8 km,2 km,13 ski lifts,€ 20.50
832, La Féclaz ,France,Auvergne-Rhône-Alpes,2.5,1326 m,1525 m,6 km,3 km,1.5 km,6 ski lifts,"€ 20,-"
833, Skipark Racibor – Oravský Podzámok ,Slovakia,Žilina (Žilinský kraj),2.5,522 m,759 m,3.2 km,3.8 km,0 km,2 ski lifts,"€ 22,-"
834, Skalka ,Slovakia,Banská Bystrica (Banskobystrický kraj),2.5,935 m,1252 m,5 km,3.1 km,1.5 km,6 ski lifts,"€ 24,-"
835, Tschappina/​Urmein (Heinzenberg) ,Switzerland,Eastern Switzerland,2.5,1577 m,2180 m,4 km,21 km,0 km,4 ski lifts,"SFr. 36,- / approx. € 34,-"
836, Dragobrat ,Ukraine,Zakarpattia,2.5,1400 m,1703 m,4 km,5 km,1 km,13 ski lifts,"UAH 1000,- / approx. € 30,-"
837, Eikedalen ,Norway,Western Norway (Vestlandet),2.5,457 m,918 m,10 km,5 km,0 km,8 ski lifts,"NOK 375,- / approx. € 34,-"
838, Crévoux ,France,Provence-Alpes-Côte d’Azur,2.5,1600 m,2536 m,12.3 km,7.5 km,1.7 km,6 ski lifts,€ 22.50
839, Hautacam ,France,Occitania,2.5,1500 m,1800 m,18 km,8 km,0 km,7 ski lifts,"€ 21,-"
840, Ala di Stura ,Italy,Piedmont (Piemonte),2.5,1075 m,1950 m,3 km,3 km,1 km,4 ski lifts,"€ 18,-"
841, The Lecht ,United Kingdom,Scotland,2.5,637 m,775 m,5 km,9 km,4 km,12 ski lifts,"£ 32,- / approx. € 35,-"
842, Wallberg – Rottach-Egern ,Germany,Bavaria (Bayern),2.5,790 m,1620 m,0 km,0 km,3.2 km,1 ski lift,
843, Schatzalp – Strela ,Switzerland,Eastern Switzerland,2.5,1540 m,2400 m,5 km,4.7 km,0 km,4 ski lifts,"SFr. 39,- / approx. € 37,-"
844, Gambarie d'Aspromonte ,Italy,Calabria,2.5,1350 m,1825 m,2.7 km,2.5 km,1.3 km,5 ski lifts,"€ 28,-"
845, Kåbdalis ,Sweden,Northern Sweden (Norrland),2.5,360 m,570 m,4 km,3 km,2 km,4 ski lifts,"Skr 340,- / approx. € 33,-"
846, Ebenalp-Horn – Wasserauen/​Schwende ,Switzerland,Eastern Switzerland,2.5,848 m,1720 m,1 km,7.5 km,1.5 km,6 ski lifts,"SFr. 34,- / approx. € 32,-"
847, Hovfjället – Torsby ,Sweden,Central Sweden,2.5,403 m,542 m,6 km,4 km,1 km,6 ski lifts,"Skr 360,- / approx. € 35,-"
848, Síaréna Eplény ,Hungary,Transdanubia (Dunántúl),3.5,333 m,509 m,5.4 km,1 km,1.3 km,8 ski lifts,"HUF 9900,- / approx. € 27,-"
849, Czantoria – Ustroń ,Poland,Silesia (Województwo śląskie),5,389 m,851 m,2.6 km,2 km,0 km,5 ski lifts,
850, Hempelsberg/​Geiersberg – Oberwarmensteinach ,Germany,Bavaria (Bayern),2.5,650 m,770 m,1.3 km,0.7 km,0 km,2 ski lifts,"€ 19,-"
851, Amnéville-Les-Thermes – Snowhall (indoor ski area) ,France,Grand-Est,2.5,200 m,280 m,0.7 km,0 km,0 km,1 ski lift,"€ 29,-"
852, Raudalen Alpinsenteret ,Norway,Oppland,2.5,700 m,1060 m,0 km,4 km,2 km,1 ski lift,"NOK 430,- / approx. € 39,-"
853, Sahnehang ,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),2.5,780 m,836 m,0.8 km,0 km,0 km,2 ski lifts,"€ 19,-"
854, Le Revard ,France,Auvergne-Rhône-Alpes,2.5,1294 m,1562 m,5 km,2 km,1.1 km,5 ski lifts,"€ 20,-"
855, Schwanden – Sigriswil ,Switzerland,Espace Mittelland,2.5,1070 m,1460 m,11 km,6 km,3 km,3 ski lifts,"SFr. 32,- / approx. € 30,-"
856, Golte ,Slovenia,Savinjska,2.5,1150 m,1570 m,2.9 km,4.9 km,0.7 km,6 ski lifts,"€ 31,-"
857, Niederalpl – Mürzsteg (Neuberg an der Mürz) ,Austria,Styria (Steiermark),2.5,1220 m,1460 m,4 km,8 km,0 km,5 ski lifts,"€ 34,-"
858, Himos ,Finland,West Finland (Länsi-Suomi),2.5,84 m,235 m,2 km,5.4 km,4.7 km,14 ski lifts,"€ 43,-"
859, Adzhigardak ,Ural Federal District,Chelyabinsk,2.5,275 m,683 m,12.2 km,5.8 km,3.7 km,8 ski lifts,"RUB 2500,- / approx. € 27,-"
860, Campo Staffi ,Italy,Lazio,2.5,1751 m,1936 m,2.5 km,2.7 km,1.3 km,3 ski lifts,"€ 20,-"
861, Vuokatti ,Finland,East Finland (Pohjois- ja Itä-Suomi),2.5,152 m,312 m,5 km,4.8 km,1 km,7 ski lifts,"€ 41,-"
862, Brunnalm/​Hohe Veitsch – Veitsch (St. Barbara im Mürztal) ,Austria,Styria (Steiermark),2.5,1100 m,1500 m,3 km,4 km,2 km,4 ski lifts,"€ 34,-"
863, Fjätervålen ,Sweden,Central Sweden,2.5,675 m,985 m,13.2 km,4.4 km,2.5 km,3 ski lifts,"Skr 470,- / approx. € 45,-"
864, Balea Lac ,Romania,Sibiu,2.5,1700 m,2208 m,0 km,0 km,14 km,1 ski lift,
865, Hochgrat (Oberstaufen) ,Germany,Bavaria (Bayern),2.5,856 m,1708 m,None,None,None,1 ski lift,€ 31.30
866, Monte Piselli – San Giacomo ,Italy,Abruzzo,2.5,1426 m,1643 m,0.5 km,4.3 km,1 km,1 ski lift,
867, Valgrisenche ,Italy,Aosta Valley (Valle d'Aosta),2.5,1664 m,2050 m,1.5 km,1.5 km,2 km,2 ski lifts,"€ 15,-"
868, Sonntag-Stein ,Austria,Vorarlberg,2.5,1300 m,1750 m,4 km,3 km,0 km,2 ski lifts,"€ 37,-"
869, Målselv Fjellandsby ,Norway,Troms,2.5,50 m,550 m,3.8 km,4.9 km,4.6 km,3 ski lifts,"NOK 380,- / approx. € 34,-"
870, Leitariegos ,Spain,Castile-Leon (Castilla y León),2.5,1513 m,1800 m,4 km,3 km,0 km,6 ski lifts,"€ 22,-"
871, Usséglio – Pian Benot ,Italy,Piedmont (Piemonte),2.5,1618 m,2040 m,0.6 km,2.7 km,2.1 km,3 ski lifts,"€ 24,-"
872, Wendelstein – Brannenburg/​Osterhofen ,Germany,Bavaria (Bayern),2.5,791 m,1723 m,0 km,7 km,4.2 km,4 ski lifts,"€ 38,-"
873, Entracque ,Italy,Piedmont (Piemonte),2.5,944 m,1109 m,3 km,1 km,1 km,3 ski lifts,"€ 20,-"
874, Piazzatorre ,Italy,Lombardy,2.5,1110 m,1780 m,1.5 km,2 km,0.7 km,2 ski lifts,"€ 24,-"
875, Špičák ,Czech Republic,Plzeň Region (Plzeňský kraj),2.5,854 m,1202 m,3.5 km,3.6 km,0.9 km,11 ski lifts,"CZK 680,- / approx. € 25,-"
876, Sunnmørsalpane Skiarena Fjellseter ,Norway,Western Norway (Vestlandet),2.5,370 m,865 m,7 km,5 km,4 km,5 ski lifts,"NOK 360,- / approx. € 32,-"
877, Soriška Planina ,Slovenia,Gorenjska (Upper Carniola),2.5,1290 m,1549 m,2 km,4 km,1 km,5 ski lifts,"€ 22,-"
878,,Switzerland,Lemanic Region,2.5,1950 m,2800 m,3 km,10 km,12 km,3 ski lifts,"SFr. 38,- / approx. € 36,-"
879, Postalm am Wolfgangsee ,Austria,Salzburg (Salzburger Land),2.5,1150 m,1450 m,5 km,2 km,1 km,4 ski lifts,"€ 36,-"
880, Sunne ,Sweden,Central Sweden,2.5,125 m,390 m,3 km,3.3 km,0.7 km,7 ski lifts,"Skr 360,- / approx. € 35,-"
881, Sorochany – Kurovo ,Central Russia,Moscow,2.5,140 m,190 m,3 km,1.8 km,1.6 km,8 ski lifts,
882, Monte Livata – Subiaco-Monna dell'Orso ,Italy,Lazio,2.5,1429 m,1800 m,4 km,3 km,1 km,4 ski lifts,
883, Skipark Erika – Kojsovska Hola ,Slovakia,Košice (Košický kraj),2.5,638 m,1230 m,3 km,1 km,1 km,6 ski lifts,
884, Vulcan ,Romania,None,2.5,770 m,1620 m,None,None,None,2 ski lifts,
885, Grasgehren – Bolgengrat ,Germany,Bavaria (Bayern),2.5,1438 m,1687 m,3.1 km,8.5 km,0 km,5 ski lifts,"€ 29,-"
886, Tännäskröket ,Sweden,Northern Sweden (Norrland),2.5,562 m,889 m,5 km,5 km,0.4 km,5 ski lifts,"Skr 375,- / approx. € 36,-"
887, Isaberg – Hestra ,Sweden,South Sweden (Sydsverige),2.5,159 m,309 m,2 km,3.2 km,0.8 km,8 ski lifts,"Skr 375,- / approx. € 36,-"
888, Palenica – Szczawnica ,Poland,Lesser Poland (Województwo małopolskie),2.5,456 m,720 m,2.2 km,1.5 km,0 km,4 ski lifts,"PLN 89,- / approx. € 19,-"
889, Gaaler Lifte – Gaal ,Austria,Styria (Steiermark),2.5,860 m,1230 m,3 km,2 km,1 km,3 ski lifts,"€ 34,-"
890, Hohenbogen – Neukirchen bei Hl. Blut ,Germany,Bavaria (Bayern),2.5,657 m,1050 m,2 km,3 km,1 km,3 ski lifts,"€ 25,-"
891, Schauinsland – Hofsgrund ,Germany,Baden-Württemberg,2.5,950 m,1200 m,1 km,1 km,0.5 km,6 ski lifts,"€ 27,-"
892, Presolana ,Italy,Lombardy,2.5,1200 m,1630 m,2.4 km,2.4 km,0.2 km,4 ski lifts,"€ 28,-"
893, Červenohorské sedlo ,Czech Republic,Olomouc Region (Olomoucký kraj),2.5,862 m,1164 m,1.3 km,1.8 km,0.8 km,8 ski lifts,"CZK 550,- / approx. € 20,-"
894, Jeizinen Feselalp – Gampel/​Steg ,Switzerland,Lemanic Region,2.5,1526 m,2221 m,6 km,2 km,0 km,6 ski lifts,"SFr. 42,- / approx. € 39,-"
895, Pustevny – Trojanovice ,Czech Republic,Moravian-Silesian Region (Moravskoslezský kraj),2.5,620 m,1098 m,6.2 km,1.8 km,0.4 km,9 ski lifts,"CZK 450,- / approx. € 16,-"
896, Hallingskarvet ,Norway,Buskerud,2.5,735 m,1244 m,3 km,7 km,4 km,3 ski lifts,"NOK 395,- / approx. € 35,-"
897, Pont d'Espagne – Cauterets ,France,Occitania,2.5,1516 m,1756 m,3 km,1 km,0 km,4 ski lifts,€ 15.50
898, Kittelfjäll ,Sweden,Northern Sweden (Norrland),2.5,545 m,950 m,4 km,3 km,11 km,4 ski lifts,"Skr 395,- / approx. € 38,-"
899, Tusten – Molde ,Norway,Western Norway (Vestlandet),2.5,130 m,648 m,10 km,3 km,2 km,4 ski lifts,"NOK 440,- / approx. € 39,-"
900, Weinebene – Frantschach-Sankt Gertraud ,Austria,Carinthia (Kärnten),2.5,1580 m,1886 m,7 km,9 km,2 km,7 ski lifts,"€ 30,-"
901, Chastreix – Puy de Sancy ,France,Auvergne-Rhône-Alpes,2.5,1350 m,1730 m,10 km,4 km,2 km,7 ski lifts,€ 21.70
902, Tyin-Filefjell ,Norway,Oppland,2.5,830 m,1280 m,8 km,7 km,2 km,5 ski lifts,"NOK 400,- / approx. € 36,-"
903, Španov vrh ,Slovenia,Gorenjska (Upper Carniola),2.5,981 m,1361 m,3 km,2 km,0 km,1 ski lift,"€ 18,-"
904, Fjällby – Björkliden ,Sweden,Northern Sweden (Norrland),2.5,420 m,920 m,6 km,7 km,2 km,5 ski lifts,"Skr 410,- / approx. € 39,-"
905, Borgafjäll ,Sweden,Northern Sweden (Norrland),2.5,510 m,799 m,10 km,5 km,2.5 km,3 ski lifts,"Skr 340,- / approx. € 33,-"
906,,Italy,Venetia (Veneto),2.5,1505 m,1810 m,0.6 km,3.8 km,0.6 km,3 ski lifts,"€ 23,-"
907, Serra da Estrela ,Portugal,None,2.5,1851 m,1997 m,2.4 km,2.5 km,1 km,3 ski lifts,"€ 25,-"
908, Elfer – Neustift ,Austria,Tyrol (Tirol),2.5,981 m,2080 m,0 km,1.5 km,0 km,3 ski lifts,"€ 33,-"
909, Caldirola – Monte Gropà ,Italy,Piedmont (Piemonte),2.5,1075 m,1429 m,4 km,1.9 km,0 km,1 ski lift,
910, Bottrop (alpincenter) (indoor ski area) ,Germany,North Rhine-Westphalia (Nordrhein-Westfalen),2.5,36 m,113 m,0.4 km,0.2 km,0 km,1 ski lift,"€ 54,-"
911, Snozone – Milton Keynes (indoor ski area) ,United Kingdom,England,2.5,110 m,141 m,0.5 km,0 km,0 km,3 ski lifts,"£ 59.99 / approx. € 66,-"
912, The Snow Centre – Hemel Hempstead (indoor ski area) ,United Kingdom,England,2.5,116 m,146 m,0.3 km,0 km,0 km,4 ski lifts,"£ 47,- / approx. € 52,-"
913, SnowWorld Terneuzen (indoor ski area) ,Netherlands,Western Netherlands,2.5,5 m,25 m,0.3 km,0 km,0 km,2 ski lifts,€ 46.50
914, Grün-Maibrunn (St. Englmar) ,Germany,Bavaria (Bayern),2.5,730 m,820 m,1.8 km,0 km,0 km,2 ski lifts,"€ 18,-"
915, Trins ,Austria,Tyrol (Tirol),2.5,1189 m,1268 m,1 km,0 km,0 km,1 ski lift,"€ 15,-"
916, Skálafell ,Iceland,Greater Reykjavik,2.5,380 m,700 m,3 km,4 km,0 km,4 ski lifts,"ISK 4050,- / approx. € 25,-"
917, Passolanciano ,Italy,Abruzzo,2.5,1300 m,1650 m,2.7 km,2 km,0.8 km,3 ski lifts,"€ 24,-"
918, Ventron ,France,Grand-Est,2.5,830 m,1110 m,5 km,4 km,1 km,9 ski lifts,"€ 23,-"
919, Pleta del Prat – Tavascan ,Spain,Catalonia (Catalunya),2.5,1712 m,2197 m,1 km,4 km,0 km,2 ski lifts,"€ 22,-"
920, Harpefossen ,Norway,Western Norway (Vestlandet),2.5,245 m,815 m,7.6 km,6.5 km,1.6 km,6 ski lifts,"NOK 380,- / approx. € 34,-"
921, Biel-Kinzig – Bürglen ,Switzerland,Central Switzerland,2.5,1630 m,1930 m,2.5 km,4.5 km,0 km,5 ski lifts,"SFr. 38,- / approx. € 36,-"
922, Izky – Magura ,Ukraine,Zakarpattia,2.5,600 m,767 m,4.8 km,1.5 km,0 km,2 ski lifts,"UAH 600,- / approx. € 18,-"
923, Grapa Litwinka – Czarna Góra ,Poland,Lesser Poland (Województwo małopolskie),2.5,740 m,891 m,1.5 km,0.4 km,0 km,3 ski lifts,"PLN 99,- / approx. € 21,-"
924, Unterberg – Pernitz ,Austria,Lower Austria (Niederösterreich),2.5,710 m,1342 m,11 km,5 km,0 km,4 ski lifts,"€ 33,-"
925, Buscat – Staţiunea Muntele Băişorii (Băișoara) ,Romania,Cluj,2.5,1490 m,1670 m,1.4 km,0.8 km,0.9 km,2 ski lifts,"RON 120,- / approx. € 25,-"
926, Rüschegg-Eywald – Lischboden ,Switzerland,Espace Mittelland,2.5,1050 m,1550 m,8 km,4 km,1 km,2 ski lifts,"SFr. 36,- / approx. € 34,-"
927, Les Rasses – Sainte-Croix ,Switzerland,Lemanic Region,2.5,1150 m,1580 m,10 km,10 km,0 km,9 ski lifts,"SFr. 32,- / approx. € 30,-"
928, Niederhorn – Beatenberg ,Switzerland,Espace Mittelland,2.5,1120 m,1950 m,2 km,3 km,1 km,3 ski lifts,"SFr. 42,- / approx. € 39,-"
929, Herzogstand – Walchensee ,Germany,Bavaria (Bayern),2.5,809 m,1600 m,0.8 km,4.2 km,1 km,2 ski lifts,€ 17.50
930, Gesundaberget ,Sweden,Central Sweden,2.5,288 m,503 m,4 km,3 km,1 km,5 ski lifts,"Skr 345,- / approx. € 33,-"
931,,France,Auvergne-Rhône-Alpes,2.5,1154 m,1300 m,3 km,2 km,1 km,5 ski lifts,"€ 15,-"
932, Hassela ,Sweden,Central Sweden,2.5,160 m,450 m,10.2 km,4.9 km,0.9 km,7 ski lifts,"Skr 360,- / approx. € 35,-"
933, Hochhäderich – Hittisau ,Austria,Vorarlberg,2.5,1250 m,1600 m,3.5 km,5 km,2 km,5 ski lifts,"€ 33,-"
934,,Italy,Marche,2.5,1556 m,1776 m,4.8 km,0.6 km,0.3 km,2 ski lifts,
935, Pylypets ,Ukraine,Zakarpattia,2.5,720 m,1200 m,2 km,5 km,0 km,4 ski lifts,
936, Radusa ,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,2.5,1290 m,1757 m,1 km,5 km,0.6 km,4 ski lifts,"BAM 25,- / approx. € 13,-"
937, Massif du Noirmont – Les Rousses ,France,Bourgogne-Franche-Comté,2.5,1090 m,1547 m,4.2 km,3.4 km,1.5 km,6 ski lifts,€ 27.90
938, Czarny Groń ,Poland,Lesser Poland (Województwo małopolskie),2.5,595 m,810 m,1.1 km,0.6 km,0 km,4 ski lifts,"PLN 105,- / approx. € 23,-"
939, Deštné ,Czech Republic,Hradec Králové Region (Královéhradecký kraj),2.5,610 m,850 m,2.2 km,0.9 km,1.4 km,10 ski lifts,"CZK 520,- / approx. € 19,-"
940, Tylicz ,Poland,Lesser Poland (Województwo małopolskie),2.4,560 m,720 m,4.4 km,1.6 km,0 km,4 ski lifts,"PLN 95,- / approx. € 21,-"
941, Saariselkä ,Finland,Northern Finland,2.4,257 m,437 m,4.5 km,2 km,0.5 km,5 ski lifts,"€ 43,-"
942, Monte Sirino ,Italy,Basilicata,2.4,1420 m,1850 m,2.8 km,2.3 km,0.2 km,5 ski lifts,"€ 20,-"
943, Sauda Skisenter ,Norway,Western Norway (Vestlandet),2.4,357 m,822 m,7 km,4 km,2 km,5 ski lifts,"NOK 360,- / approx. € 32,-"
944,,Switzerland,Ticino,2.4,1340 m,1670 m,2.6 km,3 km,0 km,6 ski lifts,"SFr. 38,- / approx. € 36,-"
945, Misurina – Passo Tre Croci ,Italy,Venetia (Veneto),2.4,1761 m,2120 m,3 km,2 km,0 km,2 ski lifts,"€ 35,-"
946, Suomu ,Finland,Northern Finland,2.4,162 m,410 m,5 km,6 km,2 km,5 ski lifts,"€ 44,-"
947, Camurac ,France,Occitania,2.4,1510 m,1780 m,8.3 km,1.6 km,4.3 km,5 ski lifts,"€ 22,-"
948, Nesfjellet – Nesbyen ,Norway,Buskerud,2.4,760 m,1115 m,4.9 km,6.9 km,1.6 km,5 ski lifts,"NOK 395,- / approx. € 35,-"
949, Roata – Cavnic ,Romania,Maramureș,2.4,908 m,1156 m,2.3 km,2.1 km,1.9 km,3 ski lifts,"RON 100,- / approx. € 21,-"
950,,Italy,Marche,2.4,1300 m,1585 m,None,None,None,3 ski lifts,"€ 20,-"
951, Ukkohalla ,Finland,East Finland (Pohjois- ja Itä-Suomi),2.4,213 m,348 m,5.3 km,5.9 km,1.9 km,5 ski lifts,"€ 34,-"
952, Atzmännig – Goldingen ,Switzerland,Eastern Switzerland,2.4,830 m,1200 m,3 km,5 km,0 km,5 ski lifts,"SFr. 35,- / approx. € 33,-"
953, Nowa Osada – Wisła ,Poland,Silesia (Województwo śląskie),2.4,485 m,685 m,1.5 km,1 km,1.3 km,3 ski lifts,"PLN 105,- / approx. € 23,-"
954, Malo Polje – Igman ,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,2.4,1160 m,1492 m,1 km,1.5 km,0.5 km,3 ski lifts,"BAM 35,- / approx. € 18,-"
955, Złoty Groń ,Poland,Silesia (Województwo śląskie),2.4,560 m,712 m,1 km,0 km,0 km,2 ski lifts,"PLN 105,- / approx. € 23,-"
956, Hochfelln – Bergen ,Germany,Bavaria (Bayern),2.4,589 m,1674 m,1 km,1 km,1 km,6 ski lifts,"€ 34,-"
957, Tramelan ,Switzerland,Espace Mittelland,2.4,920 m,1228 m,6 km,6 km,2 km,3 ski lifts,"SFr. 29,- / approx. € 27,-"
958, Storlien ,Sweden,Northern Sweden (Norrland),2.4,600 m,791 m,4 km,8 km,3 km,9 ski lifts,"Skr 320,- / approx. € 31,-"
959, Haukelifjell Skisenter ,Norway,Telemark,2.4,855 m,1216 m,2.4 km,9.2 km,2.6 km,6 ski lifts,"NOK 415,- / approx. € 37,-"
960, Untersberg – Grödig ,Austria,Salzburg (Salzburger Land),2.4,469 m,1776 m,0 km,0 km,7.5 km,1 ski lift,
961, Bunloc – Săcele ,Romania,Brașov,2.4,600 m,1170 m,0.1 km,2.9 km,0 km,2 ski lifts,
962, Schneeberg-Hagerlifte – Mitterland (Thiersee) ,Austria,Tyrol (Tirol),2.4,800 m,1000 m,0.8 km,2.1 km,0.1 km,3 ski lifts,"€ 21,-"
963, Markbuchen/​Predigtstuhl (St. Englmar) ,Germany,Bavaria (Bayern),2.4,850 m,1024 m,4 km,0 km,0 km,5 ski lifts,"€ 20,-"
964, Stinesser Lifte – Fischen i. Allgäu ,Germany,Bavaria (Bayern),2.4,761 m,891 m,0.6 km,0.4 km,0 km,2 ski lifts,€ 19.50
965, Witów ,Poland,Lesser Poland (Województwo małopolskie),2.4,836 m,998 m,2 km,0 km,0 km,2 ski lifts,"PLN 110,- / approx. € 24,-"
966, Archenstadel – Rinn ,Austria,Tyrol (Tirol),2.4,918 m,1004 m,1 km,0 km,0 km,1 ski lift,"€ 17,-"
967, Ukko-Koli ,Finland,East Finland (Pohjois- ja Itä-Suomi),2.4,84 m,318 m,2.2 km,1.9 km,2.1 km,4 ski lifts,"€ 38,-"
968, Col de Porte ,France,Auvergne-Rhône-Alpes,2.4,1200 m,1760 m,3 km,2 km,0 km,6 ski lifts,"€ 15,-"
969, Rachowiec – Zwardoń ,Poland,Silesia (Województwo śląskie),2.4,802 m,954 m,2.8 km,2.1 km,0.6 km,3 ski lifts,"PLN 70,- / approx. € 15,-"
970, Vall de Núria ,Spain,Catalonia (Catalunya),2.4,1964 m,2260 m,4.1 km,2.5 km,1 km,5 ski lifts,"€ 31,-"
971, Piano Battaglia ,Italy,Sicily,2.4,1570 m,1845 m,0.8 km,3 km,0.7 km,2 ski lifts,"€ 30,-"
972, Font d'Urle – Chaud Clapier ,France,Auvergne-Rhône-Alpes,2.4,1250 m,1700 m,12 km,1 km,0.7 km,11 ski lifts,€ 17.50
973, Ounasvaara – Rovaniemi ,Finland,Northern Finland,2.4,85 m,213 m,3.4 km,1.7 km,1.2 km,4 ski lifts,€ 39.50
974, Fideriser Heuberge – Arflina ,Switzerland,Eastern Switzerland,2.4,1950 m,2333 m,5 km,7 km,1 km,4 ski lifts,"SFr. 42,- / approx. € 39,-"
975, Monte Bue – Santo Stefano d'Aveto ,Italy,Liguria,2.4,1264 m,1785 m,2 km,2 km,0 km,3 ski lifts,"€ 25,-"
976, Vassfjellet – Klæbu/​Trondheim ,Norway,Sør-Trøndelag,2.4,200 m,515 m,6.8 km,6.8 km,1.4 km,6 ski lifts,"NOK 350,- / approx. € 31,-"
977, Königsberg – Hollenstein an der Ybbs ,Austria,Lower Austria (Niederösterreich),2.4,715 m,1078 m,7 km,5 km,2 km,6 ski lifts,"€ 27,-"
978, Savin Kuk – Žabljak ,Montenegro,None,2.4,1515 m,2213 m,2.8 km,1.1 km,0.8 km,6 ski lifts,"€ 12,-"
979, Bublava – Bleiberg ,Czech Republic,Karlovy Vary Region (Karlovarský kraj),2.4,610 m,805 m,2.3 km,2.3 km,0.5 km,6 ski lifts,"CZK 475,- / approx. € 17,-"
980, Gače ,Slovenia,Jugovzhodna Slovenija (Southeast Slovenia),2.4,700 m,965 m,1.5 km,6.5 km,0 km,6 ski lifts,
981, Vatra Dornei ,Romania,Suceava,2.4,816 m,1251 m,0.7 km,4.8 km,0 km,5 ski lifts,
982, Homole – Jaworki ,Poland,Lesser Poland (Województwo małopolskie),2.4,595 m,711 m,1.1 km,2 km,0.9 km,3 ski lifts,"PLN 90,- / approx. € 19,-"
983, Valčianska Dolina – Valča (Snowland) ,Slovakia,Žilina (Žilinský kraj),2.4,510 m,830 m,1.5 km,3.6 km,0.5 km,7 ski lifts,"€ 25,-"
984, Agriolefkes – Pelion ,Greece,Thessaly,2.4,1170 m,1471 m,0.3 km,2.5 km,0.2 km,5 ski lifts,"€ 12,-"
985, Cieńków – Malinka (Wisła) ,Poland,Silesia (Województwo śląskie),2.4,520 m,716 m,4 km,2 km,0 km,5 ski lifts,"PLN 99,- / approx. € 21,-"
986, Sljeme (Medvednica) – Zagreb ,Croatia,Continental Croatia (Kontinentalna Hrvatska) ,2.4,730 m,1030 m,1.5 km,1.5 km,1 km,3 ski lifts,"HRK 100,- / approx. € 13,-"
987, Menthières ,France,Auvergne-Rhône-Alpes,2.4,1070 m,1526 m,0.3 km,5.9 km,0.2 km,4 ski lifts,"€ 20,-"
988, Kohútka ,Czech Republic,Zlín Region (Zlínský kraj),2.4,715 m,913 m,2.1 km,3.6 km,0.8 km,7 ski lifts,"CZK 530,- / approx. € 19,-"
989, Hauteville ,France,Auvergne-Rhône-Alpes,2.4,950 m,1240 m,3 km,11 km,1 km,6 ski lifts,"€ 16,-"
